stimulus,word_index,word_index_in_sentence,word,sentence,surprisal,num_tokens,frequency
arg_pisacowsmilk_10_page_1,18,13,firesc,"În anumite locuri, precum Statele Unite, a bea lapte de vacă este ceva firesc.",8.81949863318468,1,4.68e-06
arg_pisacowsmilk_10_page_1,19,0,Imaginează-ți,Imaginează-ți că trei tineri:,12.893151477755119,3,6.81e-06
arg_pisacowsmilk_10_page_1,20,1,că,Imaginează-ți că trei tineri:,4.378829000548327,1,0.00813
arg_pisacowsmilk_10_page_1,21,2,trei,Imaginează-ți că trei tineri:,6.446400233850271,1,0.000646
arg_pisacowsmilk_10_page_1,22,3,tineri,Imaginează-ți că trei tineri:,10.58702320601773,1,5.13e-05
arg_pisacowsmilk_10_page_1,23,0,Ana,"Ana, Chris și Sam sunt la o cafenea în SUA.",17.92974226940719,1,5.89e-05
arg_pisacowsmilk_10_page_1,24,1,Chris,"Ana, Chris și Sam sunt la o cafenea în SUA.",7.245353854271587,1,3.72e-05
arg_pisacowsmilk_10_page_1,25,2,și,"Ana, Chris și Sam sunt la o cafenea în SUA.",0.09629712498148404,1,0.0288
arg_pisacowsmilk_10_page_1,26,3,Sam,"Ana, Chris și Sam sunt la o cafenea în SUA.",7.550940420274898,1,3.31e-05
arg_pisacowsmilk_10_page_1,27,4,sunt,"Ana, Chris și Sam sunt la o cafenea în SUA.",6.161686266057274,1,0.00398
arg_pisacowsmilk_10_page_1,28,5,la,"Ana, Chris și Sam sunt la o cafenea în SUA.",0.022311918406091882,1,0.0162
arg_pisacowsmilk_10_page_1,29,6,o,"Ana, Chris și Sam sunt la o cafenea în SUA.",0.06201185563691306,1,0.0129
arg_pisacowsmilk_10_page_1,30,7,cafenea,"Ana, Chris și Sam sunt la o cafenea în SUA.",10.96104669305686,1,7.59e-06
arg_pisacowsmilk_10_page_1,31,8,în,"Ana, Chris și Sam sunt la o cafenea în SUA.",1.1024035934837475,1,0.0295
arg_pisacowsmilk_10_page_1,32,9,SUA,"Ana, Chris și Sam sunt la o cafenea în SUA.",11.271614631186445,1,0.000166
arg_pisacowsmilk_10_page_1,33,0,Proprietarul,Proprietarul a lipit de curând un anunț în vitrină care spune:,6.826056359577469,1,2.34e-05
arg_pisacowsmilk_10_page_1,34,1,a,Proprietarul a lipit de curând un anunț în vitrină care spune:,0.009501790109792432,1,0.0282
arg_pisacowsmilk_10_page_1,35,2,lipit,Proprietarul a lipit de curând un anunț în vitrină care spune:,7.458386375101706,1,8.13e-06
arg_pisacowsmilk_10_page_1,36,3,de,Proprietarul a lipit de curând un anunț în vitrină care spune:,0.005005457167805548,1,0.0525
arg_pisacowsmilk_10_page_1,37,4,curând,Proprietarul a lipit de curând un anunț în vitrină care spune:,8.265269916406128,1,9.12e-05
arg_pisacowsmilk_10_page_1,38,5,un,Proprietarul a lipit de curând un anunț în vitrină care spune:,0.004989320992124607,1,0.00977
arg_pisacowsmilk_10_page_1,39,6,anunț,Proprietarul a lipit de curând un anunț în vitrină care spune:,2.618170073124184,1,2.88e-05
arg_pisacowsmilk_10_page_1,40,7,în,Proprietarul a lipit de curând un anunț în vitrină care spune:,1.1568938083960059,1,0.0295
arg_pisacowsmilk_10_page_1,41,8,vitrină,Proprietarul a lipit de curând un anunț în vitrină care spune:,16.50903102776236,2,1.82e-06
arg_pisacowsmilk_10_page_1,42,9,care,Proprietarul a lipit de curând un anunț în vitrină care spune:,0.27755359210766267,1,0.00794
arg_pisacowsmilk_10_page_1,43,10,spune,Proprietarul a lipit de curând un anunț în vitrină care spune:,3.1866519092841523,1,0.000603
arg_pisacowsmilk_10_page_1,44,0,Începând,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.03393026888838136,1,0.0002
arg_pisacowsmilk_10_page_1,45,1,cu,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.41930818126219394,1,0.0112
arg_pisacowsmilk_10_page_1,46,2,5,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,6.073461670378752,1,0.000646
arg_pisacowsmilk_10_page_1,47,3,aprilie,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,3.362210226001918,1,0.000224
arg_pisacowsmilk_10_page_1,48,4,nu,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.022576731987272825,1,0.0102
arg_pisacowsmilk_10_page_1,49,5,vom,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.6927113469130844,1,0.00038
arg_pisacowsmilk_10_page_1,50,6,mai,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.03922964691779262,1,0.00977
arg_pisacowsmilk_10_page_1,51,7,servi,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,10.086039693672737,1,1.62e-05
arg_pisacowsmilk_10_page_1,52,8,lapte,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.7301754708915661,1,3.8e-05
arg_pisacowsmilk_10_page_1,53,9,de,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,0.0016148746514829243,1,0.0525
arg_pisacowsmilk_10_page_1,54,10,vacă,„Începând cu 5 aprilie nu vom mai servi lapte de vacă.,2.1579538528991145,1,6.31e-06
arg_pisacowsmilk_10_page_1,55,0,Vă,Vă putem oferi un înlocuitor pe bază de soia.”,2.4916210244088806,1,0.00115
arg_pisacowsmilk_10_page_1,56,1,putem,Vă putem oferi un înlocuitor pe bază de soia.”,1.3830395432502876,1,0.000302
arg_pisacowsmilk_10_page_1,57,2,oferi,Vă putem oferi un înlocuitor pe bază de soia.”,1.311192756371132,1,6.17e-05
arg_pisacowsmilk_10_page_1,58,3,un,Vă putem oferi un înlocuitor pe bază de soia.”,0.23580082121298873,1,0.00977
arg_pisacowsmilk_10_page_1,59,4,înlocuitor,Vă putem oferi un înlocuitor pe bază de soia.”,8.310161730598223,1,4.47e-06
arg_pisacowsmilk_10_page_1,60,5,pe,Vă putem oferi un înlocuitor pe bază de soia.”,0.002672332151005596,1,0.0115
arg_pisacowsmilk_10_page_1,61,6,bază,Vă putem oferi un înlocuitor pe bază de soia.”,0.016568913406695304,1,0.000162
arg_pisacowsmilk_10_page_1,62,7,de,Vă putem oferi un înlocuitor pe bază de soia.”,0.0027570208302357896,1,0.0525
arg_pisacowsmilk_10_page_1,63,8,soia,Vă putem oferi un înlocuitor pe bază de soia.”,7.334384654166411,1,3.8e-06
arg_pisacowsmilk_10_page_1,64,0,Ana,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",20.091368706378326,1,5.89e-05
arg_pisacowsmilk_10_page_1,65,1,Chris,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",7.4587983133099875,1,3.72e-05
arg_pisacowsmilk_10_page_1,66,2,și,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.018144455663025184,1,0.0288
arg_pisacowsmilk_10_page_1,67,3,Sam,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",8.153579736128616,1,3.31e-05
arg_pisacowsmilk_10_page_1,68,4,sunt,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.35054064110933497,1,0.00398
arg_pisacowsmilk_10_page_1,69,5,curioși,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",6.858438052295217,1,2.34e-06
arg_pisacowsmilk_10_page_1,70,6,în,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.005304656286942915,1,0.0295
arg_pisacowsmilk_10_page_1,71,7,legătură,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.015785134126947126,1,0.000145
arg_pisacowsmilk_10_page_1,72,8,cu,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.00015100867031374803,1,0.0112
arg_pisacowsmilk_10_page_1,73,9,această,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",0.4354335589168333,1,0.000851
arg_pisacowsmilk_10_page_1,74,10,decizie,"Ana, Chris și Sam sunt curioși în legătură cu această decizie.",7.042466606006826,1,4.47e-05
arg_pisacowsmilk_10_page_1,75,0,Așadar,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",9.767132351938566,1,7.24e-05
arg_pisacowsmilk_10_page_1,76,1,Ana,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",14.169891228744552,1,5.89e-05
arg_pisacowsmilk_10_page_1,77,2,dă,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",3.3366689460159207,1,0.000191
arg_pisacowsmilk_10_page_1,78,3,o,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",0.14660734199809125,1,0.0129
arg_pisacowsmilk_10_page_1,79,4,căutare,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",1.1951612641440137,1,3.47e-05
arg_pisacowsmilk_10_page_1,80,5,pe,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",0.15766087934086398,1,0.0115
arg_pisacowsmilk_10_page_1,81,6,smartphone,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",17.483145201466254,1,6.17e-06
arg_pisacowsmilk_10_page_1,82,7,pentru,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",1.971766954540445,1,0.00776
arg_pisacowsmilk_10_page_1,83,8,lapte,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",3.0064748642900776,1,3.8e-05
arg_pisacowsmilk_10_page_1,84,9,de,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",0.00455975089082012,1,0.0525
arg_pisacowsmilk_10_page_1,85,10,vacă,"Așadar, Ana dă o căutare pe smartphone pentru „lapte de vacă”.",5.067581392757052,1,6.31e-06
arg_pisacowsmilk_10_page_1,86,0,Cei,Cei trei citesc primul rezultat și îl discută.,0.6364253185108165,1,0.000575
arg_pisacowsmilk_10_page_1,87,1,trei,Cei trei citesc primul rezultat și îl discută.,4.081309426582661,1,0.000646
arg_pisacowsmilk_10_page_1,88,2,citesc,Cei trei citesc primul rezultat și îl discută.,5.738860452967886,1,4.57e-05
arg_pisacowsmilk_10_page_1,89,3,primul,Cei trei citesc primul rezultat și îl discută.,6.586215594414896,1,0.000537
arg_pisacowsmilk_10_page_1,90,4,rezultat,Cei trei citesc primul rezultat și îl discută.,11.971682294861013,1,7.59e-05
arg_pisacowsmilk_10_page_1,91,5,și,Cei trei citesc primul rezultat și îl discută.,0.10463920901935328,1,0.0288
arg_pisacowsmilk_10_page_1,92,6,îl,Cei trei citesc primul rezultat și îl discută.,1.2681984040534067,1,0.000759
arg_pisacowsmilk_10_page_1,93,7,discută,Cei trei citesc primul rezultat și îl discută.,9.326579956610981,1,7.94e-06
arg_pisacowsmilk_10_page_10,0,0,Ministerul,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.04967175607212101,1,9.55e-05
arg_pisacowsmilk_10_page_10,1,1,Agriculturii,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",1.2136397272925739,1,2.51e-05
arg_pisacowsmilk_10_page_10,2,2,Consiliul,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",6.736771209539185,1,0.000141
arg_pisacowsmilk_10_page_10,3,3,Produselor,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",18.994711778323566,2,2.63e-05
arg_pisacowsmilk_10_page_10,4,4,Lactate,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",16.928859123539542,2,5.13e-06
arg_pisacowsmilk_10_page_10,5,5,și,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",3.034064620669138,1,0.0288
arg_pisacowsmilk_10_page_10,6,6,Unitatea,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",5.769910646864539,1,5.25e-05
arg_pisacowsmilk_10_page_10,7,7,de,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0017935175505342138,1,0.0525
arg_pisacowsmilk_10_page_10,8,8,Management,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",4.186012970171515,1,4.37e-05
arg_pisacowsmilk_10_page_10,9,9,pentru,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",1.3366674257138003,1,0.00776
arg_pisacowsmilk_10_page_10,10,10,Lactate,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",16.06270628928803,2,5.13e-06
arg_pisacowsmilk_10_page_10,11,11,din,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.17185005089480457,1,0.0135
arg_pisacowsmilk_10_page_10,12,12,SUA,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",7.218910280722355,1,0.000166
arg_pisacowsmilk_10_page_10,13,13,precum,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",1.1918766675790071,1,0.000631
arg_pisacowsmilk_10_page_10,14,14,și,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.010359070825657103,1,0.0288
arg_pisacowsmilk_10_page_10,15,15,alte,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.061340008041139614,1,0.000794
arg_pisacowsmilk_10_page_10,16,16,organizații,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",1.9779175476386346,1,4.57e-05
arg_pisacowsmilk_10_page_10,17,17,au,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0070899212486383095,1,0.00562
arg_pisacowsmilk_10_page_10,18,18,promovat,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",1.5717965202368416,1,2.29e-05
arg_pisacowsmilk_10_page_10,19,19,în,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.004283733975654627,1,0.0295
arg_pisacowsmilk_10_page_10,20,20,mod,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.005552295448423494,1,0.000372
arg_pisacowsmilk_10_page_10,21,21,susținut,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",7.7869382136081216,1,9.33e-05
arg_pisacowsmilk_10_page_10,22,22,beneficiile,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",11.07378925739901,1,5.01e-06
arg_pisacowsmilk_10_page_10,23,23,laptelui,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",10.049007141663056,1,3.39e-06
arg_pisacowsmilk_10_page_10,24,24,timp,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",12.012025302281668,1,0.00126
arg_pisacowsmilk_10_page_10,25,25,de,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.0006324328151213832,1,0.0525
arg_pisacowsmilk_10_page_10,26,26,ani,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",2.6508898289790332,1,0.00138
arg_pisacowsmilk_10_page_10,27,27,de,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",3.921257729253116e-05,1,0.0525
arg_pisacowsmilk_10_page_10,28,28,zile,"Ministerul Agriculturii, Consiliul Produselor Lactate și Unitatea de Management pentru Lactate din SUA precum și alte organizații au promovat în mod susținut beneficiile laptelui timp de ani de zile.",0.08249898518248813,1,0.000407
arg_pisacowsmilk_10_page_10,29,0,Astfel,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",6.687639378100651,1,0.000676
arg_pisacowsmilk_10_page_10,30,1,adulții,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",6.072179005463135,1,7.59e-06
arg_pisacowsmilk_10_page_10,31,2,sunt,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",0.06080641461685119,1,0.00398
arg_pisacowsmilk_10_page_10,32,3,încurajați,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",2.1219536725080217,1,2.45e-06
arg_pisacowsmilk_10_page_10,33,4,să,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",0.003543493117179977,1,0.0138
arg_pisacowsmilk_10_page_10,34,5,bea,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",0.24295777650212458,1,3.24e-05
arg_pisacowsmilk_10_page_10,35,6,trei,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",2.9068585964414178,1,0.000646
arg_pisacowsmilk_10_page_10,36,7,pahare,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",1.5841434938797,1,9.55e-06
arg_pisacowsmilk_10_page_10,37,8,de,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",0.18828106528489388,1,0.0525
arg_pisacowsmilk_10_page_10,38,9,lapte,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",5.502756760784175,1,3.8e-05
arg_pisacowsmilk_10_page_10,39,10,pe,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",0.007371747951146011,1,0.0115
arg_pisacowsmilk_10_page_10,40,11,zi,"Astfel, adulții sunt încurajați să bea trei pahare de lapte pe zi.",0.05346571046014844,1,0.000676
arg_pisacowsmilk_10_page_10,41,0,Cu,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0006561770226915336,1,0.0112
arg_pisacowsmilk_10_page_10,42,1,toate,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",6.552687806409135e-05,1,0.00112
arg_pisacowsmilk_10_page_10,43,2,acestea,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.04018037829766542,1,0.000407
arg_pisacowsmilk_10_page_10,44,3,studiile,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",1.3583576726615871,1,4.57e-05
arg_pisacowsmilk_10_page_10,45,4,ultimului,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.7560694640220685,1,1.07e-05
arg_pisacowsmilk_10_page_10,46,5,deceniu,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",1.9082584306653296,1,1.66e-05
arg_pisacowsmilk_10_page_10,47,6,pun,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.019892331795815305,1,9.77e-05
arg_pisacowsmilk_10_page_10,48,7,sub,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.00016236075810365782,1,0.000708
arg_pisacowsmilk_10_page_10,49,8,semnul,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0004053340519744136,1,2.4e-05
arg_pisacowsmilk_10_page_10,50,9,întrebării,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0021717108234155487,1,4.57e-06
arg_pisacowsmilk_10_page_10,51,10,capacitatea,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",1.6483902451430792,1,5.01e-05
arg_pisacowsmilk_10_page_10,52,11,de,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.00015995273201722092,1,0.0525
arg_pisacowsmilk_10_page_10,53,12,susținere,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",4.528765624625251,1,1.41e-05
arg_pisacowsmilk_10_page_10,54,13,a,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.0032812880477216234,1,0.0282
arg_pisacowsmilk_10_page_10,55,14,oaselor,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",6.119231391180104,1,5.25e-06
arg_pisacowsmilk_10_page_10,56,15,precum,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",1.6233025315431575,1,0.000631
arg_pisacowsmilk_10_page_10,57,16,și,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.004602106909594387,1,0.0288
arg_pisacowsmilk_10_page_10,58,17,alte,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",2.6010233395552467,1,0.000794
arg_pisacowsmilk_10_page_10,59,18,beneficii,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.07045686275950856,1,7.94e-06
arg_pisacowsmilk_10_page_10,60,19,pentru,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.08069800931943737,1,0.00776
arg_pisacowsmilk_10_page_10,61,20,sănătate,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",0.08620828974123282,1,4.57e-05
arg_pisacowsmilk_10_page_10,62,21,atribuite,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",12.014809331541118,1,8.13e-06
arg_pisacowsmilk_10_page_10,63,22,laptelui,"Cu toate acestea, studiile ultimului deceniu pun sub semnul întrebării capacitatea de susținere a oaselor precum și alte beneficii pentru sănătate atribuite laptelui.",16.470793235212888,1,3.39e-06
arg_pisacowsmilk_10_page_10,64,0,Rezultatele,Rezultatele vă pot surprinde.,9.476055126788086,1,4.68e-05
arg_pisacowsmilk_10_page_10,65,1,vă,Rezultatele vă pot surprinde.,3.0155978832085366,1,0.00115
